service_id,vehicle_id,service_date,service_type,resolution_days,service_cost
SERV-00823,VEH-0478,2024-10-10,Emergency Repair,25,208.6
SERV-00824,VEH-0120,2025-09-12,Emergency Repair,16,865.27
SERV-00825,VEH-0581,2023-11-19,Routine Maintenance,13,431.92
SERV-00826,VEH-0436,2025-03-17,Emergency Repair,20,1030.91
SERV-00827,VEH-0682,2025-06-09,Inspection,2,90.81
SERV-00828,VEH-0059,2024-06-27,Repair,27,581.29
SERV-00829,VEH-0865,2022-11-18,Inspection,13,191.16
SERV-00830,VEH-0287,2024-03-18,Inspection,14,559.34
SERV-00831,VEH-0881,2025-05-20,Repair,8,390.2
SERV-00832,VEH-0184,2024-11-12,Routine Maintenance,30,1047.59
SERV-00833,VEH-0534,2025-11-28,Inspection,4,539.51
SERV-00834,VEH-0787,2022-09-23,Inspection,2,718.32
SERV-00835,VEH-0905,2025-10-07,Emergency Repair,9,79.58
SERV-00836,VEH-0539,2025-05-16,Routine Maintenance,11,597.72
SERV-00837,VEH-0004,2024-10-17,Inspection,19,191.7
SERV-00838,VEH-0896,2025-04-27,Routine Maintenance,23,1028.91
SERV-00839,VEH-0149,2025-03-17,Emergency Repair,17,1226.61
SERV-00840,VEH-0524,2025-04-05,Repair,20,484.31
SERV-00841,VEH-0430,2025-05-02,Repair,16,971.39
SERV-00842,VEH-0013,2023-08-01,Repair,10,434.47
SERV-00843,VEH-0379,2025-05-15,Emergency Repair,26,377.53
SERV-00844,VEH-0593,2022-11-08,Routine Maintenance,19,538.42
SERV-00845,VEH-0323,2024-08-15,Emergency Repair,14,354.12
SERV-00846,VEH-0853,2025-12-18,Routine Maintenance,21,1244.42
SERV-00847,VEH-0998,2025-06-08,Emergency Repair,22,832.92
SERV-00848,VEH-0498,2024-10-09,Emergency Repair,13,414.33
SERV-00849,VEH-0322,2025-06-26,Emergency Repair,22,1156.99
SERV-00850,VEH-0243,2023-11-11,Routine Maintenance,21,1069.83
SERV-00851,VEH-0981,2024-01-24,Emergency Repair,7,1008.17
SERV-00852,VEH-0025,2025-08-18,Inspection,30,974.99
SERV-00853,VEH-0722,2025-10-14,Emergency Repair,30,870.87
SERV-00854,VEH-0144,2025-05-25,Routine Maintenance,17,340.94
SERV-00855,VEH-0041,2025-08-08,Repair,8,268.19
SERV-00856,VEH-0529,2025-11-09,Inspection,28,681.31
SERV-00857,VEH-0529,2024-10-30,Routine Maintenance,21,345.16
SERV-00858,VEH-0783,2024-12-17,Inspection,27,466.21
SERV-00859,VEH-0363,2024-07-28,Inspection,22,921.79
SERV-00860,VEH-0143,2024-05-28,Repair,4,267.45
SERV-00861,VEH-0487,2022-06-15,Repair,26,1249.48
SERV-00862,VEH-0378,2025-09-12,Emergency Repair,18,1487.38
SERV-00863,VEH-0812,2025-04-13,Routine Maintenance,7,281.07
SERV-00864,VEH-0231,2024-07-30,Routine Maintenance,9,1195.02
SERV-00865,VEH-0180,2023-09-19,Repair,21,1286.16
SERV-00866,VEH-0411,2025-02-28,Routine Maintenance,2,1296.4
SERV-00867,VEH-0773,2024-05-28,Inspection,20,482.07
SERV-00868,VEH-0095,2023-05-19,Emergency Repair,29,576.98
SERV-00869,VEH-0444,2025-12-13,Routine Maintenance,13,1417.59
SERV-00870,VEH-0304,2023-07-06,Repair,4,877.91
SERV-00871,VEH-0624,2025-09-02,Routine Maintenance,17,1013.11
SERV-00872,VEH-0704,2024-11-19,Inspection,16,1332.62
SERV-00873,VEH-0428,2024-03-20,Routine Maintenance,25,1219.7
SERV-00874,VEH-0299,2025-04-17,Emergency Repair,26,1135.14
SERV-00875,VEH-0911,2025-01-25,Emergency Repair,7,259.2
SERV-00876,VEH-0398,2024-04-05,Repair,9,687.24
SERV-00877,VEH-0595,2025-02-19,Routine Maintenance,16,823.53
SERV-00878,VEH-0421,2025-09-09,Routine Maintenance,11,841.33
SERV-00879,VEH-0906,2025-05-17,Repair,9,1325.18
SERV-00880,VEH-0659,2024-12-21,Inspection,16,1087.72
SERV-00881,VEH-0167,2024-11-08,Routine Maintenance,21,1451.87
SERV-00882,VEH-0508,2024-12-10,Routine Maintenance,27,1122.2
SERV-00883,VEH-0286,2023-02-03,Repair,9,851.46
SERV-00884,VEH-0562,2025-02-10,Inspection,29,1227.76
SERV-00885,VEH-0948,2023-05-05,Repair,28,691.48
SERV-00886,VEH-0371,2025-01-17,Emergency Repair,30,1468.09
SERV-00887,VEH-0003,2024-01-02,Inspection,3,1407.67
SERV-00888,VEH-0055,2025-04-04,Inspection,7,1296.15
SERV-00889,VEH-0262,2025-01-01,Emergency Repair,21,509.92
SERV-00890,VEH-0672,2025-09-04,Emergency Repair,26,99.13
SERV-00891,VEH-0667,2024-12-31,Emergency Repair,16,1118.57
SERV-00892,VEH-0665,2025-05-30,Emergency Repair,29,1381.89
SERV-00893,VEH-0194,2023-08-14,Repair,23,428.41
SERV-00894,VEH-0092,2024-07-29,Inspection,14,923.07
SERV-00895,VEH-0965,2025-08-22,Inspection,15,1058.05
SERV-00896,VEH-0236,2024-02-02,Repair,21,692.94
SERV-00897,VEH-0056,2025-07-29,Repair,1,630.96
SERV-00898,VEH-0336,2025-10-30,Inspection,11,884.92
SERV-00899,VEH-0496,2023-09-02,Repair,8,798.73
SERV-00900,VEH-0470,2025-09-25,Repair,28,911.32
SERV-00901,VEH-0465,2025-04-08,Inspection,15,743.63
SERV-00902,VEH-0695,2023-10-08,Inspection,6,1046.83
SERV-00903,VEH-0954,2024-08-26,Inspection,7,172.38
SERV-00904,VEH-0704,2024-04-15,Repair,13,1320.77
SERV-00905,VEH-0893,2025-06-04,Repair,1,1424.76
SERV-00906,VEH-0985,2025-07-28,Repair,30,179.02
SERV-00907,VEH-0303,2025-04-10,Repair,9,1066.83
SERV-00908,VEH-0448,2023-06-11,Routine Maintenance,13,946.11
SERV-00909,VEH-0237,2024-02-06,Repair,3,1439.15
SERV-00910,VEH-0934,2023-06-08,Routine Maintenance,1,1091.95
SERV-00911,VEH-0155,2025-02-03,Emergency Repair,27,1026.73
SERV-00912,VEH-0791,2024-03-13,Repair,23,344.56
SERV-00913,VEH-0740,2024-12-24,Inspection,24,766.54
SERV-00914,VEH-0139,2023-09-27,Emergency Repair,28,349.58
SERV-00915,VEH-0621,2023-11-06,Inspection,24,1031.92
SERV-00916,VEH-0926,2025-05-03,Repair,14,1199.07
SERV-00917,VEH-0543,2023-07-20,Inspection,9,391.45
SERV-00918,VEH-0468,2025-05-05,Repair,12,895.21
SERV-00919,VEH-0903,2025-12-17,Emergency Repair,3,64.96
SERV-00920,VEH-0205,2023-09-27,Inspection,23,626.45
SERV-00921,VEH-0991,2024-08-13,Emergency Repair,23,663.77
SERV-00922,VEH-0025,2025-12-29,Inspection,3,188.16
SERV-00923,VEH-0849,2024-09-14,Routine Maintenance,11,1400.04
SERV-00924,VEH-0229,2025-06-27,Inspection,20,1412.02
SERV-00925,VEH-0715,2024-06-20,Routine Maintenance,9,781.59
SERV-00926,VEH-0777,2024-04-06,Inspection,13,1023.33
SERV-00927,VEH-0325,2023-04-19,Routine Maintenance,19,310.09
SERV-00928,VEH-0269,2023-02-10,Emergency Repair,30,541.81
SERV-00929,VEH-0767,2025-06-16,Repair,3,510.11
SERV-00930,VEH-0641,2025-09-30,Emergency Repair,5,427.59
SERV-00931,VEH-0621,2024-02-14,Routine Maintenance,5,773.86
SERV-00932,VEH-0168,2023-09-18,Inspection,30,673.62
SERV-00933,VEH-0222,2024-03-12,Inspection,17,503.86
SERV-00934,VEH-0754,2025-03-07,Inspection,24,1492.12
SERV-00935,VEH-0689,2025-11-18,Repair,18,1286.9
SERV-00936,VEH-0569,2025-03-28,Emergency Repair,2,323.93
SERV-00937,VEH-0264,2023-05-16,Repair,6,102.0
SERV-00938,VEH-0649,2024-04-20,Repair,23,727.34
SERV-00939,VEH-0996,2023-08-28,Emergency Repair,2,690.2
SERV-00940,VEH-0995,2025-06-03,Emergency Repair,15,764.83
SERV-00941,VEH-0723,2023-01-02,Routine Maintenance,12,185.69
SERV-00942,VEH-0687,2024-06-19,Repair,27,294.03
SERV-00943,VEH-0579,2025-09-28,Inspection,19,1341.8
SERV-00944,VEH-0348,2024-03-30,Routine Maintenance,17,1161.93
SERV-00945,VEH-0863,2025-01-10,Emergency Repair,30,161.41
SERV-00946,VEH-0363,2025-07-09,Routine Maintenance,29,526.55
SERV-00947,VEH-0489,2024-06-17,Routine Maintenance,13,591.66
SERV-00948,VEH-0371,2025-03-08,Inspection,5,91.87
SERV-00949,VEH-0889,2025-06-20,Emergency Repair,15,961.12
SERV-00950,VEH-0739,2024-01-20,Routine Maintenance,11,1456.17
SERV-00951,VEH-0585,2025-02-19,Emergency Repair,11,1423.76
SERV-00952,VEH-0836,2025-11-02,Repair,7,1301.75
SERV-00953,VEH-0516,2025-09-02,Inspection,11,1207.31
SERV-00954,VEH-0380,2024-10-08,Emergency Repair,3,628.34
SERV-00955,VEH-0268,2024-10-22,Repair,25,1305.0
SERV-00956,VEH-0360,2023-02-28,Routine Maintenance,28,351.92
SERV-00957,VEH-0358,2025-02-23,Emergency Repair,10,988.39
SERV-00958,VEH-0549,2025-09-27,Repair,4,482.89
SERV-00959,VEH-0196,2025-12-17,Emergency Repair,24,1219.21
SERV-00960,VEH-0326,2024-02-06,Repair,12,1015.0
SERV-00961,VEH-0991,2025-01-19,Repair,16,695.89
SERV-00962,VEH-0022,2024-05-12,Emergency Repair,9,866.43
SERV-00963,VEH-0643,2025-04-09,Routine Maintenance,25,662.68
SERV-00964,VEH-0470,2024-08-12,Repair,14,964.5
SERV-00965,VEH-0117,2022-09-28,Routine Maintenance,17,545.53
SERV-00966,VEH-0988,2024-08-20,Repair,21,1045.04
SERV-00967,VEH-0054,2023-07-25,Emergency Repair,17,962.86
SERV-00968,VEH-0736,2025-10-28,Routine Maintenance,10,728.92
SERV-00969,VEH-0225,2023-05-04,Emergency Repair,10,265.48
SERV-00970,VEH-0103,2023-11-13,Inspection,27,410.55
SERV-00971,VEH-0820,2024-07-04,Inspection,19,119.21
SERV-00972,VEH-0136,2024-06-25,Routine Maintenance,17,206.07
SERV-00973,VEH-0981,2025-05-26,Emergency Repair,4,723.75
SERV-00974,VEH-0653,2025-09-21,Inspection,12,419.55
SERV-00975,VEH-0449,2024-09-19,Routine Maintenance,4,1123.75
SERV-00976,VEH-0279,2025-09-14,Repair,26,314.2
SERV-00977,VEH-0251,2024-05-03,Routine Maintenance,3,653.56
SERV-00978,VEH-0225,2024-07-24,Inspection,19,1099.94
SERV-00979,VEH-0121,2025-03-15,Inspection,11,1451.74
SERV-00980,VEH-0554,2024-07-15,Repair,6,163.42
SERV-00981,VEH-0542,2025-07-27,Inspection,28,1026.44
SERV-00982,VEH-0338,2025-09-15,Routine Maintenance,1,622.65
SERV-00983,VEH-0767,2024-03-07,Repair,21,741.82
SERV-00984,VEH-0616,2025-09-20,Emergency Repair,28,1003.69
SERV-00985,VEH-0570,2025-08-05,Inspection,20,1229.04
SERV-00986,VEH-0060,2025-11-14,Inspection,23,1027.01
SERV-00987,VEH-0612,2025-12-17,Emergency Repair,26,488.85
SERV-00988,VEH-0425,2024-11-14,Repair,1,326.66
SERV-00989,VEH-0452,2022-06-25,Repair,28,88.88
SERV-00990,VEH-0501,2025-09-29,Repair,21,400.58
SERV-00991,VEH-0955,2025-10-15,Repair,3,486.33
SERV-00992,VEH-0678,2025-04-02,Repair,16,661.72
SERV-00993,VEH-0672,2024-03-13,Repair,29,271.01
SERV-00994,VEH-0878,2025-07-07,Emergency Repair,16,78.46
SERV-00995,VEH-0757,2024-12-04,Repair,7,477.51
SERV-00996,VEH-0175,2024-11-24,Routine Maintenance,11,61.42
SERV-00997,VEH-0669,2025-04-19,Emergency Repair,28,768.77
SERV-00998,VEH-0118,2025-09-26,Inspection,2,756.87
SERV-00999,VEH-0288,2025-04-14,Emergency Repair,8,1085.72
SERV-01000,VEH-0065,2025-08-22,Routine Maintenance,14,885.78
SERV-01001,VEH-0359,2025-07-11,Routine Maintenance,9,1344.67
SERV-01002,VEH-0687,2025-03-19,Emergency Repair,4,767.44
SERV-01003,VEH-0920,2025-01-30,Emergency Repair,23,682.53
SERV-01004,VEH-0943,2024-10-18,Inspection,24,328.69
SERV-01005,VEH-0178,2025-07-04,Emergency Repair,8,786.07
SERV-01006,VEH-0572,2025-01-21,Inspection,30,923.05
SERV-01007,VEH-0846,2025-12-20,Emergency Repair,5,1330.6
SERV-01008,VEH-1000,2024-11-05,Emergency Repair,27,1414.74
SERV-01009,VEH-0819,2025-04-08,Emergency Repair,26,1457.87
SERV-01010,VEH-0525,2023-03-14,Repair,10,1051.51
SERV-01011,VEH-0690,2023-07-02,Emergency Repair,5,301.27
SERV-01012,VEH-0423,2023-11-23,Emergency Repair,4,1200.55
SERV-01013,VEH-0182,2025-07-11,Inspection,8,353.68
SERV-01014,VEH-0023,2023-02-23,Routine Maintenance,12,1327.31
SERV-01015,VEH-0488,2025-06-29,Repair,6,1250.53
SERV-01016,VEH-0588,2025-09-19,Routine Maintenance,26,142.32
SERV-01017,VEH-0183,2024-11-18,Routine Maintenance,20,378.7
SERV-01018,VEH-0589,2025-10-16,Repair,16,423.84
SERV-01019,VEH-0567,2024-03-05,Inspection,25,117.68
SERV-01020,VEH-0732,2025-03-13,Repair,28,1050.7
SERV-01021,VEH-0374,2023-09-29,Routine Maintenance,30,1422.09
SERV-01022,VEH-0004,2025-03-03,Routine Maintenance,4,1183.4
SERV-01023,VEH-0062,2025-08-31,Routine Maintenance,27,865.59
SERV-01024,VEH-0780,2024-11-17,Routine Maintenance,6,963.39
SERV-01025,VEH-0593,2023-06-28,Inspection,6,1106.11
SERV-01026,VEH-0881,2025-07-07,Emergency Repair,25,783.55
SERV-01027,VEH-0673,2022-10-07,Repair,21,577.42
SERV-01028,VEH-0825,2024-06-16,Routine Maintenance,28,342.74
SERV-01029,VEH-0185,2025-01-19,Routine Maintenance,8,1260.48
SERV-01030,VEH-0120,2025-08-26,Inspection,10,782.28
SERV-01031,VEH-0445,2023-04-15,Inspection,12,1087.04
SERV-01032,VEH-0855,2024-10-29,Inspection,21,1014.24
SERV-01033,VEH-0266,2023-12-13,Emergency Repair,26,380.86
SERV-01034,VEH-0055,2025-10-19,Emergency Repair,30,643.5
SERV-01035,VEH-0199,2025-06-28,Inspection,1,691.74
SERV-01036,VEH-0592,2023-11-27,Routine Maintenance,3,540.54
SERV-01037,VEH-0263,2024-11-02,Repair,14,139.13
SERV-01038,VEH-0179,2025-11-14,Routine Maintenance,22,1387.65
SERV-01039,VEH-0462,2024-11-03,Routine Maintenance,21,1471.07
SERV-01040,VEH-0370,2025-08-26,Inspection,14,632.9
SERV-01041,VEH-0573,2025-03-25,Inspection,24,1126.91
SERV-01042,VEH-0513,2024-12-27,Routine Maintenance,27,455.68
SERV-01043,VEH-0795,2025-07-27,Repair,23,635.71
SERV-01044,VEH-0990,2025-01-31,Emergency Repair,23,550.61
SERV-01045,VEH-0256,2025-12-06,Emergency Repair,25,336.08
SERV-01046,VEH-0461,2024-05-30,Routine Maintenance,2,829.28
SERV-01047,VEH-0413,2024-07-02,Repair,17,1488.29
SERV-01048,VEH-0359,2025-02-23,Repair,3,791.92
SERV-01049,VEH-0329,2024-11-21,Inspection,25,971.74
SERV-01050,VEH-0897,2024-10-30,Routine Maintenance,29,1205.07
SERV-01051,VEH-0011,2025-06-27,Inspection,8,1256.73
SERV-01052,VEH-0569,2024-03-31,Emergency Repair,17,210.14
SERV-01053,VEH-0916,2022-06-17,Inspection,9,959.13
SERV-01054,VEH-0920,2025-02-14,Routine Maintenance,2,1147.01
SERV-01055,VEH-0792,2025-11-09,Routine Maintenance,15,482.04
SERV-01056,VEH-0676,2024-05-14,Emergency Repair,11,1475.28
SERV-01057,VEH-0680,2025-11-30,Repair,12,483.84
SERV-01058,VEH-0391,2025-10-13,Repair,23,597.62
SERV-01059,VEH-0943,2025-01-14,Routine Maintenance,11,798.86
SERV-01060,VEH-0433,2025-04-27,Inspection,15,192.08
SERV-01061,VEH-0514,2025-04-11,Emergency Repair,27,647.48
SERV-01062,VEH-0242,2022-10-19,Routine Maintenance,14,1338.34
SERV-01063,VEH-0550,2025-04-16,Repair,15,163.21
SERV-01064,VEH-0670,2025-02-20,Emergency Repair,19,860.5
SERV-01065,VEH-0145,2024-10-02,Inspection,19,773.3
SERV-01066,VEH-0931,2025-08-17,Emergency Repair,23,1400.0
SERV-01067,VEH-0250,2025-05-09,Emergency Repair,27,286.12
SERV-01068,VEH-0263,2025-06-03,Repair,16,1081.17
SERV-01069,VEH-0474,2025-02-24,Routine Maintenance,23,358.33
SERV-01070,VEH-0769,2024-12-25,Routine Maintenance,24,277.42
SERV-01071,VEH-0853,2025-04-20,Inspection,30,1430.14
SERV-01072,VEH-0437,2024-12-21,Emergency Repair,4,225.26
SERV-01073,VEH-0017,2025-09-08,Inspection,2,808.03
SERV-01074,VEH-0430,2024-06-10,Inspection,10,1486.98
SERV-01075,VEH-0971,2024-03-15,Inspection,16,90.57
SERV-01076,VEH-0647,2022-12-02,Repair,26,904.96
SERV-01077,VEH-0319,2022-07-08,Inspection,29,461.05
SERV-01078,VEH-0562,2024-12-07,Emergency Repair,1,227.38
SERV-01079,VEH-0842,2025-04-03,Routine Maintenance,28,114.79
SERV-01080,VEH-0690,2025-09-18,Inspection,19,705.94
SERV-01081,VEH-0779,2025-02-03,Emergency Repair,16,1259.97
SERV-01082,VEH-0728,2024-11-10,Repair,17,972.87
SERV-01083,VEH-0612,2025-04-30,Emergency Repair,5,1306.2
SERV-01084,VEH-0471,2024-03-10,Routine Maintenance,26,955.92
SERV-01085,VEH-0227,2025-09-26,Emergency Repair,13,387.59
SERV-01086,VEH-0216,2025-07-04,Inspection,18,116.44
SERV-01087,VEH-0546,2025-11-09,Emergency Repair,24,452.19
SERV-01088,VEH-0178,2025-02-23,Repair,23,85.97
SERV-01089,VEH-0536,2025-09-05,Inspection,18,985.48
SERV-01090,VEH-0925,2025-10-23,Routine Maintenance,7,1434.99
SERV-01091,VEH-0605,2025-09-04,Routine Maintenance,19,806.54
SERV-01092,VEH-0394,2025-07-12,Routine Maintenance,4,1004.47
SERV-01093,VEH-0758,2025-05-15,Repair,1,448.7
SERV-01094,VEH-0921,2023-07-22,Repair,27,1073.15
SERV-01095,VEH-0293,2025-04-13,Routine Maintenance,26,823.64
SERV-01096,VEH-0290,2024-05-21,Emergency Repair,19,115.23
SERV-01097,VEH-0142,2023-03-26,Inspection,14,311.74
SERV-01098,VEH-0837,2023-02-06,Inspection,13,422.91
SERV-01099,VEH-0616,2024-11-28,Routine Maintenance,18,293.83
SERV-01100,VEH-0079,2024-01-05,Repair,9,1164.04
SERV-01101,VEH-0695,2023-11-19,Inspection,14,1033.98
SERV-01102,VEH-0278,2024-08-06,Inspection,6,89.4
SERV-01103,VEH-0813,2023-08-16,Inspection,13,193.18
SERV-01104,VEH-0437,2023-09-07,Emergency Repair,29,520.12
SERV-01105,VEH-0439,2025-02-21,Routine Maintenance,2,343.71
SERV-01106,VEH-0926,2025-10-21,Repair,16,787.5
SERV-01107,VEH-0315,2025-07-08,Emergency Repair,4,440.47
SERV-01108,VEH-0553,2024-03-12,Emergency Repair,18,640.26
SERV-01109,VEH-0877,2025-08-15,Routine Maintenance,14,968.63
SERV-01110,VEH-0437,2025-11-05,Routine Maintenance,9,853.41
SERV-01111,VEH-0031,2025-08-19,Routine Maintenance,8,1156.32
SERV-01112,VEH-0471,2023-01-26,Inspection,19,639.78
SERV-01113,VEH-0449,2024-09-20,Repair,26,1453.47
SERV-01114,VEH-0666,2024-05-14,Repair,26,405.48
SERV-01115,VEH-0928,2025-01-01,Emergency Repair,2,51.45
SERV-01116,VEH-0783,2025-02-08,Inspection,21,1459.52
SERV-01117,VEH-0581,2023-06-12,Routine Maintenance,30,1386.63
SERV-01118,VEH-0274,2024-07-16,Inspection,27,1036.0
SERV-01119,VEH-0680,2024-08-15,Repair,19,1268.99
SERV-01120,VEH-0401,2024-06-19,Routine Maintenance,6,1121.82
SERV-01121,VEH-0714,2025-12-25,Routine Maintenance,10,180.09
SERV-01122,VEH-0158,2025-11-24,Routine Maintenance,27,252.49
SERV-01123,VEH-0130,2025-03-01,Inspection,29,676.35
SERV-01124,VEH-0428,2025-09-17,Inspection,29,1039.05
SERV-01125,VEH-0733,2024-04-28,Inspection,25,1076.24
SERV-01126,VEH-0749,2025-02-07,Repair,22,1475.38
SERV-01127,VEH-0285,2024-02-12,Repair,15,1440.54
SERV-01128,VEH-0942,2024-08-25,Routine Maintenance,30,1053.18
SERV-01129,VEH-0459,2025-10-14,Routine Maintenance,20,740.97
SERV-01130,VEH-0877,2022-12-17,Repair,14,855.9
SERV-01131,VEH-0176,2025-10-21,Emergency Repair,25,619.55
SERV-01132,VEH-0306,2024-03-18,Routine Maintenance,18,94.87
SERV-01133,VEH-0867,2025-07-02,Routine Maintenance,12,1459.46
SERV-01134,VEH-0438,2024-04-04,Inspection,13,306.92
SERV-01135,VEH-0586,2025-12-07,Routine Maintenance,4,720.9
SERV-01136,VEH-0269,2023-03-30,Emergency Repair,1,371.21
SERV-01137,VEH-0054,2022-10-21,Inspection,22,1386.03
SERV-01138,VEH-0957,2024-05-11,Repair,3,1233.61
SERV-01139,VEH-0958,2025-09-12,Inspection,26,1090.82
SERV-01140,VEH-0256,2024-05-24,Emergency Repair,12,103.35
SERV-01141,VEH-0174,2025-04-26,Repair,1,334.33
SERV-01142,VEH-0640,2024-10-11,Routine Maintenance,28,452.15
SERV-01143,VEH-0262,2025-12-15,Emergency Repair,6,850.09
SERV-01144,VEH-0032,2025-07-20,Repair,3,902.84
SERV-01145,VEH-0389,2022-12-17,Repair,9,1403.67
SERV-01146,VEH-0249,2025-10-31,Repair,29,808.47
SERV-01147,VEH-0608,2025-06-08,Repair,28,1033.07
SERV-01148,VEH-0038,2025-05-14,Inspection,22,862.17
SERV-01149,VEH-0546,2025-07-21,Routine Maintenance,14,979.4
SERV-01150,VEH-0816,2025-04-20,Routine Maintenance,28,1411.2
SERV-01151,VEH-0690,2025-06-10,Emergency Repair,9,226.49
SERV-01152,VEH-0222,2025-08-16,Emergency Repair,16,574.13
SERV-01153,VEH-0056,2025-09-27,Routine Maintenance,29,1095.77
SERV-01154,VEH-0099,2024-01-27,Inspection,30,659.09
SERV-01155,VEH-1000,2025-03-05,Inspection,1,618.2
SERV-01156,VEH-0616,2025-03-21,Routine Maintenance,29,879.14
SERV-01157,VEH-0851,2022-10-16,Repair,23,664.54
SERV-01158,VEH-0851,2023-01-25,Repair,7,288.5
SERV-01159,VEH-0336,2024-12-09,Routine Maintenance,21,956.68
SERV-01160,VEH-0339,2023-10-13,Emergency Repair,14,1221.69
SERV-01161,VEH-0359,2025-07-31,Inspection,27,413.09
SERV-01162,VEH-0473,2024-02-20,Emergency Repair,8,1440.26
SERV-01163,VEH-0555,2022-10-10,Inspection,17,1201.46
SERV-01164,VEH-0590,2024-01-06,Emergency Repair,25,188.72
SERV-01165,VEH-0774,2025-08-04,Routine Maintenance,3,1463.06
SERV-01166,VEH-0478,2023-10-12,Emergency Repair,11,1340.62
SERV-01167,VEH-0862,2024-08-29,Repair,2,1382.72
SERV-01168,VEH-0293,2025-04-09,Routine Maintenance,10,935.57
SERV-01169,VEH-0350,2025-10-23,Routine Maintenance,4,1032.47
SERV-01170,VEH-0677,2025-11-13,Routine Maintenance,10,1282.4
SERV-01171,VEH-0335,2025-05-04,Routine Maintenance,20,1140.35
SERV-01172,VEH-0379,2025-03-10,Routine Maintenance,15,606.68
SERV-01173,VEH-0597,2025-12-30,Emergency Repair,29,949.31
SERV-01174,VEH-0807,2023-05-16,Inspection,21,1409.5
SERV-01175,VEH-0965,2025-12-20,Routine Maintenance,15,799.96
SERV-01176,VEH-1000,2025-12-14,Repair,4,198.9
SERV-01177,VEH-0682,2025-11-15,Routine Maintenance,19,1194.65
SERV-01178,VEH-0860,2023-09-15,Repair,21,787.9
SERV-01179,VEH-0042,2025-06-13,Emergency Repair,16,1100.7
SERV-01180,VEH-0859,2024-10-25,Repair,8,249.63
SERV-01181,VEH-0300,2024-01-05,Routine Maintenance,5,501.92
SERV-01182,VEH-0845,2024-08-21,Inspection,10,896.32
SERV-01183,VEH-0508,2024-10-05,Repair,5,730.81
SERV-01184,VEH-0373,2025-01-06,Inspection,12,1456.89
SERV-01185,VEH-0024,2025-01-03,Repair,2,394.21
SERV-01186,VEH-0467,2025-06-09,Routine Maintenance,14,548.53
SERV-01187,VEH-0336,2024-08-18,Repair,26,149.19
SERV-01188,VEH-0116,2024-05-08,Emergency Repair,23,1053.17
SERV-01189,VEH-0892,2024-10-25,Inspection,28,888.7
SERV-01190,VEH-0566,2024-01-20,Inspection,14,526.5
SERV-01191,VEH-0366,2023-12-20,Emergency Repair,29,1194.33
SERV-01192,VEH-0655,2024-09-23,Emergency Repair,8,1383.93
SERV-01193,VEH-0618,2023-11-13,Repair,15,954.68
SERV-01194,VEH-0449,2024-12-09,Emergency Repair,24,1164.11
SERV-01195,VEH-0967,2024-08-31,Emergency Repair,7,630.45
SERV-01196,VEH-0553,2025-08-14,Routine Maintenance,12,64.34
SERV-01197,VEH-0761,2025-06-26,Routine Maintenance,18,217.02
SERV-01198,VEH-0684,2025-01-20,Emergency Repair,7,965.44
SERV-01199,VEH-0190,2025-07-28,Routine Maintenance,1,338.73
SERV-01200,VEH-0499,2023-11-07,Repair,8,1333.8
SERV-01201,VEH-0828,2023-11-09,Inspection,28,854.03
SERV-01202,VEH-0904,2023-04-03,Repair,1,305.31
SERV-01203,VEH-0507,2024-06-28,Routine Maintenance,1,1255.6
SERV-01204,VEH-0516,2023-10-23,Emergency Repair,21,1191.75
SERV-01205,VEH-0977,2024-03-27,Inspection,30,354.84
SERV-01206,VEH-0527,2025-08-29,Repair,12,1223.76
SERV-01207,VEH-0605,2025-11-04,Repair,17,1466.8
SERV-01208,VEH-0597,2025-10-03,Emergency Repair,29,1080.87
SERV-01209,VEH-0580,2024-10-01,Repair,29,1390.03
SERV-01210,VEH-0149,2025-11-06,Repair,7,822.2
SERV-01211,VEH-0250,2025-08-22,Inspection,11,919.35
SERV-01212,VEH-0206,2025-10-06,Repair,30,116.98
SERV-01213,VEH-0869,2025-07-21,Repair,28,826.43
SERV-01214,VEH-0952,2024-06-02,Inspection,8,127.23
SERV-01215,VEH-0822,2025-08-13,Inspection,28,233.36
SERV-01216,VEH-0498,2025-08-21,Emergency Repair,7,1104.58
SERV-01217,VEH-0225,2025-07-13,Routine Maintenance,6,787.49
SERV-01218,VEH-0262,2025-12-24,Inspection,16,802.39
SERV-01219,VEH-0321,2024-10-30,Inspection,23,592.12
SERV-01220,VEH-0534,2025-06-03,Emergency Repair,23,1435.84
SERV-01221,VEH-0506,2025-06-17,Inspection,19,631.37
SERV-01222,VEH-0460,2025-10-23,Routine Maintenance,7,368.31
SERV-01223,VEH-0907,2023-09-23,Emergency Repair,28,389.86
SERV-01224,VEH-0940,2024-03-24,Inspection,14,1338.63
SERV-01225,VEH-0744,2025-11-18,Repair,30,1271.53
SERV-01226,VEH-0042,2025-03-02,Routine Maintenance,5,1139.85
SERV-01227,VEH-0916,2023-10-12,Emergency Repair,17,559.78
SERV-01228,VEH-0420,2024-07-30,Emergency Repair,17,950.63
SERV-01229,VEH-0504,2025-08-17,Emergency Repair,15,677.13
SERV-01230,VEH-0227,2025-01-07,Emergency Repair,11,445.88
SERV-01231,VEH-0038,2023-06-30,Repair,15,389.0
SERV-01232,VEH-0328,2025-06-03,Routine Maintenance,12,1357.14
SERV-01233,VEH-0305,2024-02-11,Routine Maintenance,26,450.82
SERV-01234,VEH-0754,2025-04-08,Routine Maintenance,4,153.46
